0.000,67.224,89.246,92.136,68.116,104.796,82.355,104.576,90.113,88.633,98.838,89.480,89.359,72.955,81.153,75.539,107.979,86.230,92.236,83.134,82.053,96.182,103.491,76.313,80.978,105.639,98.214,107.915,80.205,88.474,89.359,93.342
69.118,0.000,65.975,89.330,77.050,79.752,93.732,90.852,79.551,78.097,74.772,91.173,99.947,72.492,79.748,74.152,92.430,81.059,81.573,84.609,63.509,72.852,76.148,70.252,77.549,95.682,88.202,84.964,93.744,90.292,88.763,71.723
86.749,65.539,0.000,75.188,61.804,86.640,79.725,78.090,75.660,84.032,73.494,76.068,76.127,62.472,61.033,68.739,84.363,78.992,58.729,82.446,78.980,68.581,81.380,64.692,60.733,73.306,65.777,63.587,74.751,72.739,74.452,64.256
93.265,84.470,76.139,0.000,62.773,87.109,83.549,71.656,92.749,99.778,83.378,95.508,53.419,74.833,81.901,80.240,74.931,74.166,65.720,96.950,88.436,80.894,88.849,47.903,97.590,82.813,92.878,107.156,100.686,86.093,106.135,91.415
67.794,76.072,60.964,63.948,0.000,91.877,83.292,68.252,94.042,80.745,95.587,86.213,74.088,71.871,65.559,86.292,85.568,72.183,54.467,81.698,88.125,88.574,84.053,53.748,77.643,94.730,90.232,84.140,80.724,85.162,70.264,88.008
104.855,80.440,89.024,87.790,95.162,0.000,87.706,95.786,78.413,67.390,101.188,80.260,105.022,77.470,76.041,73.154,102.545,101.197,89.917,82.677,91.775,92.951,99.610,71.207,55.196,73.602,95.515,106.575,94.427,94.542,107.819,94.664
82.643,94.334,78.522,85.187,82.858,84.191,0.000,91.357,84.928,73.978,74.997,81.712,99.199,83.888,65.700,78.897,78.731,86.914,65.626,88.915,82.611,67.199,80.005,73.754,77.472,84.638,77.123,80.767,74.470,85.746,107.144,88.125
101.975,92.158,76.151,76.232,66.859,97.142,93.480,0.000,86.900,76.012,89.567,92.567,98.907,68.632,74.930,74.423,96.202,83.948,60.851,85.894,85.684,82.501,93.994,65.400,73.629,76.450,80.550,84.594,80.916,86.990,80.946,81.329
91.536,78.935,78.327,93.473,90.691,79.310,83.489,86.520,0.000,78.853,81.369,82.875,72.191,84.669,81.146,89.582,100.664,69.305,78.935,68.535,89.639,101.012,100.239,69.176,60.810,90.742,84.865,101.656,84.105,77.691,90.888,87.847
88.655,77.974,82.216,100.829,81.290,66.889,74.737,76.517,79.555,0.000,71.205,80.509,99.749,62.231,57.440,75.080,89.613,99.607,79.564,77.145,73.648,80.693,73.935,87.643,88.291,85.660,87.893,75.470,86.145,85.808,103.980,66.979
98.449,75.236,73.956,82.907,94.139,95.856,75.268,92.611,83.967,72.445,0.000,59.283,99.597,75.364,64.951,68.717,75.862,84.156,77.208,73.516,58.727,79.994,85.992,75.832,90.655,96.976,82.902,62.235,62.565,86.592,72.068,85.210
89.502,91.695,80.162,97.637,86.542,83.295,81.430,87.447,81.962,78.760,58.801,0.000,94.936,62.068,71.028,80.148,70.496,79.563,84.579,82.500,56.957,89.576,62.947,75.185,75.617,92.383,83.641,62.257,60.401,71.356,70.499,81.436
89.407,99.421,77.111,56.039,76.067,103.964,100.670,95.224,75.184,100.631,101.331,94.379,0.000,80.936,87.819,78.554,89.915,88.877,67.384,73.556,75.132,83.885,99.069,62.460,100.473,87.987,98.657,91.236,88.984,85.421,87.460,90.055
70.847,72.542,63.923,74.796,73.521,75.800,83.921,67.824,85.561,62.756,75.460,62.383,80.786,0.000,49.974,72.409,73.497,73.372,67.077,77.601,68.080,59.693,82.049,69.861,70.201,75.297,71.115,73.627,73.286,68.813,96.775,77.108
83.280,75.966,58.223,81.476,62.070,77.709,63.214,71.774,78.365,57.557,61.681,69.865,83.081,50.355,0.000,57.745,59.103,65.419,74.762,77.223,69.013,70.529,76.991,64.678,74.535,72.005,74.667,62.723,72.996,67.983,91.917,78.760
76.107,74.616,74.351,79.805,88.150,72.563,76.970,73.516,86.259,73.321,68.462,76.330,77.919,72.623,58.193,0.000,96.339,76.787,67.885,65.638,82.227,73.146,89.069,78.983,85.863,81.480,74.270,94.198,90.647,89.185,101.192,70.838
110.163,93.988,90.362,76.822,85.595,101.358,78.794,92.781,100.249,89.179,74.863,69.463,88.572,72.750,63.142,97.323,0.000,87.617,82.681,92.845,71.402,93.649,92.758,91.346,93.741,104.244,83.818,79.798,88.496,88.441,95.240,80.300
87.976,80.432,81.582,71.558,71.213,102.734,85.692,85.581,67.918,95.997,84.950,80.447,89.664,75.465,67.446,75.896,87.341,0.000,62.881,82.579,90.885,93.905,99.848,75.432,99.001,72.985,95.918,75.696,83.171,90.837,105.070,71.772
93.759,82.496,60.580,66.400,54.348,88.541,65.230,61.374,79.198,79.316,77.743,78.180,60.058,63.991,68.682,63.623,80.155,61.991,0.000,88.475,72.736,67.738,86.817,47.988,70.489,80.119,59.270,75.671,61.679,85.070,95.633,65.969
85.443,83.180,85.588,99.178,80.650,82.785,88.974,85.588,66.199,77.583,74.557,87.907,71.951,78.377,77.632,64.525,93.790,81.145,87.014,0.000,87.536,70.982,83.220,77.772,65.034,80.641,95.152,80.502,87.967,90.152,110.984,87.930
82.324,59.648,79.785,92.641,92.022,91.056,81.391,85.449,92.269,72.700,58.708,58.794,77.393,67.251,71.655,82.589,73.902,93.390,71.806,85.223,0.000,75.454,73.013,79.470,61.802,79.963,76.291,71.898,79.378,80.927,103.951,85.185
97.911,74.078,71.522,80.462,88.430,94.934,66.457,83.367,96.477,80.474,79.430,83.528,80.855,59.340,68.234,71.507,88.856,89.251,69.081,72.066,74.642,0.000,92.503,83.236,66.716,93.151,76.921,81.406,91.650,74.204,100.303,71.179
104.645,79.245,84.033,87.058,81.246,97.796,78.286,90.855,100.639,74.769,86.798,61.012,99.105,83.457,79.294,89.096,95.801,98.329,88.227,83.427,73.783,93.768,0.000,74.650,93.518,97.217,64.955,92.923,75.780,86.344,104.501,84.512
74.536,69.108,66.859,48.974,54.103,73.057,76.932,65.852,65.903,86.375,74.650,72.133,60.603,71.942,67.267,77.434,89.210,72.642,47.955,74.332,77.144,81.700,74.543,0.000,84.591,76.614,87.305,89.690,88.435,80.986,66.886,69.895
83.452,73.627,63.874,101.795,79.922,56.584,78.090,73.556,60.518,88.316,89.914,77.853,99.305,70.635,75.896,84.881,90.966,99.564,72.150,67.668,61.924,65.420,92.774,82.696,0.000,95.776,70.140,78.050,82.195,91.072,102.050,72.950
103.837,96.538,77.407,83.771,93.293,72.606,85.314,76.809,90.204,84.689,96.662,93.863,87.368,76.868,75.179,79.610,102.657,74.182,83.973,80.560,79.213,93.709,99.354,78.160,93.855,0.000,67.773,88.661,100.398,87.010,84.497,88.335
97.686,88.263,69.778,94.070,91.490,95.056,77.700,81.499,80.020,89.710,78.687,84.973,98.886,70.352,75.544,72.306,82.677,92.908,56.791,89.854,76.342,77.904,67.241,86.553,68.045,67.096,0.000,65.592,65.127,95.106,66.677,70.458
109.331,86.288,65.462,108.553,85.547,105.257,82.894,85.894,100.161,75.083,63.055,64.493,89.734,74.759,66.542,96.674,84.136,75.575,76.891,80.053,70.047,82.198,92.759,91.079,78.104,86.767,64.974,0.000,82.193,76.268,69.454,80.173
84.234,91.277,70.567,99.795,83.296,94.243,72.671,84.468,81.715,87.397,65.477,60.075,93.590,78.553,75.784,88.679,86.384,85.486,63.146,89.937,83.149,95.895,73.187,93.549,81.884,97.056,67.228,81.540,0.000,84.494,91.975,83.010
88.508,86.988,74.930,85.008,87.884,93.787,87.681,90.156,77.306,81.708,83.311,69.805,85.898,70.461,69.648,87.823,90.421,90.003,83.333,88.362,81.780,75.141,85.854,82.252,88.417,84.892,93.427,76.345,84.443,0.000,104.700,73.597
91.238,87.428,75.427,106.067,73.163,105.828,109.498,82.298,88.757,103.710,73.271,70.662,86.745,93.956,93.498,99.802,90.760,108.805,93.044,108.251,103.405,100.511,104.161,68.339,100.070,80.652,67.380,70.588,93.972,99.828,0.000,93.652
95.543,66.622,65.073,90.626,82.650,87.565,86.895,79.143,86.568,65.530,84.287,80.937,86.972,75.221,76.150,70.487,80.460,73.312,64.403,82.294,85.510,69.610,87.045,69.157,72.246,85.835,71.250,80.121,86.390,74.407,94.220,0.000
